,ds_type,noise_levels,n_samples,k_folds,pramter,TRE,TESTE,E_DIFF,data
266,circles,0.5,50,6,1000,0.6222222222222222,0.6,0.022222222222222254,"          x2        y2 levels predict_levels str_levels str_predict_levels
30  0.021715  1.582969      1              1          1                  1
31  0.519589  0.064931      0              1          0                  1
32  0.185954  1.140463      1              1          1                  1
33  1.693996  0.320373      0              0          0                  0
34  0.758113  0.508042      0              1          0                  1"
267,circles,0.5,50,7,1000,0.6444444444444445,0.4,0.24444444444444446,"          x2        y2 levels predict_levels str_levels str_predict_levels
35  0.036749  1.283203      0              1          0                  1
36  0.002517  0.106486      0              1          0                  1
37  0.201676  0.685863      1              1          1                  1
38  1.099825  0.258453      0              0          0                  0
39  1.160994  0.037878      1              0          1                  0"
268,circles,0.5,50,8,1000,0.6,0.8,-0.20000000000000007,"          x2        y2 levels predict_levels str_levels str_predict_levels
40  0.118898  0.120810      0              1          0                  1
41  0.102377  1.550397      1              1          1                  1
42  3.211018  0.018365      0              0          0                  0
43  0.282209  0.195852      1              1          1                  1
44  1.711831  0.059688      0              0          0                  0"
269,circles,0.5,50,9,1000,0.6222222222222222,0.8,-0.1777777777777778,"          x2        y2 levels predict_levels str_levels str_predict_levels
45  0.512602  0.095369      1              1          1                  1
46  0.342555  1.510870      1              1          1                  1
47  2.087911  0.015595      1              0          1                  0
48  0.000360  1.436353      1              1          1                  1
49  6.147834  1.378843      0              0          0                  0"
270,circles,0.5,100,0,1000,0.6222222222222222,0.4,0.2222222222222222,"         x2        y2 levels predict_levels str_levels str_predict_levels
0  0.150320  0.386310      0              1          0                  1
1  4.736823  0.310087      0              0          0                  0
2  0.046121  1.912928      1              1          1                  1
3  2.226178  0.397814      1              0          1                  0
4  0.789382  0.149880      0              1          0                  1
5  0.215570  0.238555      0              1          0                  1
6  0.408634  0.598396      1              1          1                  1
7  0.431364  1.612092      0              1          0                  1
8  0.953549  0.232904      0              1          0                  1
9  5.392463  0.172333      0              0          0                  0"
271,circles,0.5,100,1,1000,0.6222222222222222,0.4,0.2222222222222222,"          x2        y2 levels predict_levels str_levels str_predict_levels
10  0.395778  0.066091      1              1          1                  1
11  0.012499  0.040270      1              1          1                  1
12  0.004065  0.217536      1              1          1                  1
13  0.539982  0.586535      0              1          0                  1
14  0.161945  1.891296      0              1          0                  1
15  0.244951  0.670376      0              1          0                  1
16  1.748001  3.563620      0              1          0                  1
17  1.167785  0.001042      1              0          1                  0
18  0.234693  0.637816      1              1          1                  1
19  0.002341  0.415896      0              1          0                  1"
272,circles,0.5,100,2,1000,0.5777777777777777,0.8,-0.22222222222222232,"          x2        y2 levels predict_levels str_levels str_predict_levels
20  1.197460  0.019663      0              0          0                  0
21  0.043480  0.128631      1              1          1                  1
22  3.438767  0.012709      0              0          0                  0
23  1.076036  0.009284      1              0          1                  0
24  0.123665  1.241683      1              1          1                  1
25  0.072152  0.264395      1              1          1                  1
26  2.077298  0.638905      1              0          1                  0
27  0.786199  0.324725      1              1          1                  1
28  0.001298  1.490444      1              1          1                  1
29  0.054536  0.517811      1              1          1                  1"
273,circles,0.5,100,3,1000,0.6111111111111112,0.5,0.11111111111111116,"          x2        y2 levels predict_levels str_levels str_predict_levels
30  0.021715  1.582969      1              1          1                  1
31  0.519589  0.064931      0              1          0                  1
32  0.185954  1.140463      1              1          1                  1
33  1.693996  0.320373      0              0          0                  0
34  0.758113  0.508042      0              1          0                  1
35  0.036749  1.283203      0              1          0                  1
36  0.002517  0.106486      0              1          0                  1
37  0.201676  0.685863      1              1          1                  1
38  1.099825  0.258453      0              1          0                  1
39  1.160994  0.037878      1              1          1                  1"
274,circles,0.5,100,4,1000,0.5777777777777777,0.8,-0.22222222222222232,"          x2        y2 levels predict_levels str_levels str_predict_levels
40  0.118898  0.120810      0              1          0                  1
41  0.102377  1.550397      1              1          1                  1
42  3.211018  0.018365      0              0          0                  0
43  0.282209  0.195852      1              1          1                  1
44  1.711831  0.059688      0              0          0                  0
45  0.512602  0.095369      1              1          1                  1
46  0.342555  1.510870      1              1          1                  1
47  2.087911  0.015595      1              0          1                  0
48  0.000360  1.436353      1              1          1                  1
49  6.147834  1.378843      0              0          0                  0"
275,circles,0.5,100,5,1000,0.5888888888888889,0.7,-0.11111111111111105,"          x2        y2 levels predict_levels str_levels str_predict_levels
50  2.738980  0.933038      0              0          0                  0
51  0.088128  0.170495      1              1          1                  1
52  0.483857  0.050960      0              1          0                  1
53  0.073799  0.258478      0              1          0                  1
54  0.534055  0.173810      1              1          1                  1
55  1.624632  0.030895      0              0          0                  0
56  0.041291  0.571681      0              1          0                  1
57  0.000375  1.134378      1              1          1                  1
58  0.414802  0.003612      1              1          1                  1
59  0.103199  0.010956      1              1          1                  1"
276,circles,0.5,100,6,1000,0.6,0.5,0.09999999999999998,"          x2        y2 levels predict_levels str_levels str_predict_levels
60  0.285324  0.574350      0              1          0                  1
61  0.550682  0.000022      1              1          1                  1
62  0.416541  1.933238      1              1          1                  1
63  0.117394  0.252379      1              1          1                  1
64  0.523359  0.577836      0              1          0                  1
65  0.022623  0.015997      0              1          0                  1
66  1.543378  0.501798      1              0          1                  0
67  0.433762  0.603576      1              1          1                  1
68  0.006850  0.981938      1              1          1                  1
69  1.442655  0.725137      1              0          1                  0"
277,circles,0.5,100,7,1000,0.6,0.6,0.0,"          x2        y2 levels predict_levels str_levels str_predict_levels
70  0.006242  2.043526      0              1          0                  1
71  0.099474  0.323269      0              1          0                  1
72  0.024023  0.174778      1              1          1                  1
73  1.901157  0.057771      0              0          0                  0
74  1.801945  0.189651      0              0          0                  0
75  0.345347  1.016352      1              1          1                  1
76  0.003255  1.486098      0              1          0                  1
77  1.139689  1.081514      1              1          1                  1
78  1.160766  0.996628      1              1          1                  1
79  0.028629  4.354684      0              1          0                  1"
278,circles,0.5,100,8,1000,0.6,0.7,-0.09999999999999998,"          x2        y2 levels predict_levels str_levels str_predict_levels
80  0.005301  2.273253      1              1          1                  1
81  0.911896  0.214625      0              1          0                  1
82  3.884640  0.522008      0              0          0                  0
83  0.099885  0.587216      0              1          0                  1
84  0.693207  0.496073      1              1          1                  1
85  0.162981  1.006490      0              1          0                  1
86  0.343196  1.055947      1              1          1                  1
87  0.119193  0.212711      1              1          1                  1
88  0.307154  0.876648      1              1          1                  1
89  0.339496  0.246976      1              1          1                  1"
279,circles,0.5,100,9,1000,0.6111111111111112,0.6,0.011111111111111183,"          x2        y2 levels predict_levels str_levels str_predict_levels
90  0.158573  1.958022      1              1          1                  1
91  0.232991  0.009297      1              1          1                  1
92  0.064740  1.014434      1              1          1                  1
93  2.058877  0.478279      1              0          1                  0
94  0.096177  0.142391      1              1          1                  1
95  0.417372  0.168394      0              1          0                  1
96  0.038088  0.001863      0              1          0                  1
97  0.025515  0.537272      1              1          1                  1
98  0.042059  0.561698      0              1          0                  1
99  0.150031  0.848386      1              1          1                  1"
280,circles,0.5,1000,0,1000,0.5788888888888889,0.53,0.04888888888888887,"          x2        y2 levels predict_levels str_levels str_predict_levels
0   0.150320  0.386310      0              1          0                  1
1   4.736823  0.310087      0              0          0                  0
2   0.046121  1.912928      1              0          1                  0
3   2.226178  0.397814      1              0          1                  0
4   0.789382  0.149880      0              1          0                  1
..       ...       ...    ...            ...        ...                ...
95  0.417372  0.168394      0              1          0                  1
96  0.038088  0.001863      0              1          0                  1
97  0.025515  0.537272      1              1          1                  1
98  0.042059  0.561698      0              1          0                  1
99  0.150031  0.848386      1              1          1                  1

[100 rows x 6 columns]"
281,circles,0.5,1000,1,1000,0.5677777777777778,0.57,-0.0022222222222221255,"           x2        y2 levels predict_levels str_levels str_predict_levels
100  0.608070  0.197921      0              1          0                  1
101  0.395899  0.965144      0              0          0                  0
102  0.242383  0.000027      1              1          1                  1
103  0.672422  0.011384      0              1          0                  1
104  0.200807  1.253180      1              0          1                  0
..        ...       ...    ...            ...        ...                ...
195  0.190075  2.037519      1              0          1                  0
196  0.133364  0.325723      1              1          1                  1
197  0.115984  2.289723      1              0          1                  0
198  0.118070  0.458025      1              1          1                  1
199  1.406804  0.781408      0              0          0                  0

[100 rows x 6 columns]"
282,circles,0.5,1000,2,1000,0.5711111111111111,0.54,0.03111111111111109,"           x2        y2 levels predict_levels str_levels str_predict_levels
200  0.003851  0.409929      0              1          0                  1
201  3.172831  0.491239      1              0          1                  0
202  0.034538  2.376122      0              0          0                  0
203  1.006441  1.004185      1              0          1                  0
204  0.363881  0.021310      0              1          0                  1
..        ...       ...    ...            ...        ...                ...
295  0.207650  0.057978      0              1          0                  1
296  0.287089  0.090582      0              1          0                  1
297  0.584507  0.087410      1              1          1                  1
298  0.600095  0.000511      0              1          0                  1
299  0.015894  0.748611      0              1          0                  1

[100 rows x 6 columns]"
283,circles,0.5,1000,3,1000,0.5755555555555556,0.45,0.1255555555555556,"           x2        y2 levels predict_levels str_levels str_predict_levels
300  2.466877  0.648325      0              0          0                  0
301  0.000044  0.100342      1              1          1                  1
302  0.453271  0.801235      0              1          0                  1
303  0.111298  1.018736      1              1          1                  1
304  1.161550  0.791221      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
395  0.007533  1.027206      0              1          0                  1
396  0.075796  0.887904      1              1          1                  1
397  1.632901  0.123450      1              0          1                  0
398  0.506316  0.640586      0              1          0                  1
399  0.061328  0.786751      0              1          0                  1

[100 rows x 6 columns]"
284,circles,0.5,1000,4,1000,0.5722222222222222,0.52,0.05222222222222217,"           x2        y2 levels predict_levels str_levels str_predict_levels
400  0.244940  0.483205      1              1          1                  1
401  0.244616  0.048016      0              1          0                  1
402  0.823967  0.007512      1              1          1                  1
403  0.967003  1.451047      0              0          0                  0
404  0.010404  0.082858      0              1          0                  1
..        ...       ...    ...            ...        ...                ...
495  0.724612  0.500738      1              1          1                  1
496  0.392391  1.211643      0              0          0                  0
497  0.108208  1.054743      1              0          1                  0
498  0.076201  1.612042      0              0          0                  0
499  3.397860  0.509849      0              0          0                  0

[100 rows x 6 columns]"
285,circles,0.5,1000,5,1000,0.5744444444444444,0.5,0.07444444444444442,"           x2        y2 levels predict_levels str_levels str_predict_levels
500  1.051221  0.419295      1              0          1                  0
501  0.155555  2.614557      1              0          1                  0
502  1.386918  1.003916      0              0          0                  0
503  0.260178  0.518904      1              1          1                  1
504  0.326294  0.333198      0              1          0                  1
..        ...       ...    ...            ...        ...                ...
595  0.194778  0.017342      0              1          0                  1
596  0.445444  0.173977      1              1          1                  1
597  0.444752  0.473502      1              1          1                  1
598  0.207545  1.028955      1              0          1                  0
599  1.942645  2.831348      0              0          0                  0

[100 rows x 6 columns]"
286,circles,0.5,1000,6,1000,0.5566666666666666,0.59,-0.033333333333333326,"           x2        y2 levels predict_levels str_levels str_predict_levels
600  1.784688  0.132517      1              0          1                  0
601  1.124632  0.939885      0              0          0                  0
602  0.003964  0.203505      1              1          1                  1
603  0.010936  1.307443      0              0          0                  0
604  3.076025  0.316326      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
695  0.058705  0.131047      1              1          1                  1
696  0.221410  0.907751      1              1          1                  1
697  0.125894  0.630786      0              1          0                  1
698  0.475835  0.152209      0              1          0                  1
699  0.801671  1.391465      0              0          0                  0

[100 rows x 6 columns]"
287,circles,0.5,1000,7,1000,0.5611111111111111,0.67,-0.10888888888888892,"           x2        y2 levels predict_levels str_levels str_predict_levels
700  0.645479  0.004255      1              1          1                  1
701  0.157242  0.710709      0              1          0                  1
702  0.297641  0.183771      1              1          1                  1
703  0.720130  0.251667      0              1          0                  1
704  0.029235  0.089061      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
795  0.115182  0.034746      1              1          1                  1
796  0.015409  1.035372      0              1          0                  1
797  1.972827  0.881030      0              0          0                  0
798  0.000993  0.061030      0              1          0                  1
799  0.188933  0.322380      1              1          1                  1

[100 rows x 6 columns]"
288,circles,0.5,1000,8,1000,0.5666666666666667,0.6,-0.033333333333333326,"           x2        y2 levels predict_levels str_levels str_predict_levels
800  1.664161  0.607309      1              0          1                  0
801  3.023589  0.650342      1              0          1                  0
802  0.177791  0.077496      1              1          1                  1
803  1.382032  0.030103      1              0          1                  0
804  1.901751  0.518763      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
895  0.162643  0.377984      1              1          1                  1
896  0.286652  0.511265      0              1          0                  1
897  1.424929  0.006966      0              0          0                  0
898  1.677708  0.060535      1              0          1                  0
899  1.008771  0.001875      1              1          1                  1

[100 rows x 6 columns]"
289,circles,0.5,1000,9,1000,0.5611111111111111,0.56,0.0011111111111110628,"           x2        y2 levels predict_levels str_levels str_predict_levels
900  1.149318  0.660164      1              0          1                  0
901  0.146088  0.001019      0              1          0                  1
902  0.063213  0.008112      1              1          1                  1
903  0.739510  1.106044      0              0          0                  0
904  0.042531  0.766208      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
995  0.326447  0.211063      0              1          0                  1
996  0.435607  0.000281      1              1          1                  1
997  0.661036  2.397380      0              0          0                  0
998  1.454832  1.445385      1              0          1                  0
999  0.189110  0.777405      0              1          0                  1

[100 rows x 6 columns]"
290,circles,0.5,10000,0,1000,0.5696666666666667,0.571,-0.0013333333333332975,"           x2        y2 levels predict_levels str_levels str_predict_levels
0    0.150320  0.386310      0              1          0                  1
1    4.736823  0.310087      0              0          0                  0
2    0.046121  1.912928      1              0          1                  0
3    2.226178  0.397814      1              0          1                  0
4    0.789382  0.149880      0              1          0                  1
..        ...       ...    ...            ...        ...                ...
995  0.326447  0.211063      0              1          0                  1
996  0.435607  0.000281      1              1          1                  1
997  0.661036  2.397380      0              0          0                  0
998  1.454832  1.445385      1              0          1                  0
999  0.189110  0.777405      0              1          0                  1

[1000 rows x 6 columns]"
291,circles,0.5,10000,1,1000,0.5703333333333334,0.573,-0.002666666666666595,"            x2        y2 levels predict_levels str_levels str_predict_levels
1000  0.942406  0.238416      0              1          0                  1
1001  0.002984  1.575370      0              0          0                  0
1002  0.139308  0.064959      0              1          0                  1
1003  0.021346  3.726106      0              0          0                  0
1004  0.455986  1.487439      0              0          0                  0
...        ...       ...    ...            ...        ...                ...
1995  0.603634  0.151275      1              1          1                  1
1996  0.273240  0.111407      1              1          1                  1
1997  0.059054  4.353957      1              0          1                  0
1998  0.208034  0.779309      1              1          1                  1
1999  1.060201  0.121084      0              1          0                  1

[1000 rows x 6 columns]"
292,circles,0.5,10000,2,1000,0.5682222222222222,0.58,-0.011777777777777776,"            x2        y2 levels predict_levels str_levels str_predict_levels
2000  0.181886  1.918209      0              0          0                  0
2001  0.617668  0.860128      1              0          1                  0
2002  0.123103  0.235888      0              1          0                  1
2003  1.260318  0.831904      0              0          0                  0
2004  0.279000  1.061785      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
2995  0.040942  0.014783      1              1          1                  1
2996  1.937986  0.745330      0              0          0                  0
2997  1.354821  0.209169      1              0          1                  0
2998  0.205714  0.275163      1              1          1                  1
2999  0.092074  0.016801      0              1          0                  1

[1000 rows x 6 columns]"
293,circles,0.5,10000,3,1000,0.5702222222222222,0.574,-0.003777777777777769,"            x2        y2 levels predict_levels str_levels str_predict_levels
3000  0.000987  0.128768      1              1          1                  1
3001  0.928545  4.771965      1              0          1                  0
3002  0.217239  1.473781      0              0          0                  0
3003  0.469928  0.184844      1              1          1                  1
3004  0.133830  0.573254      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
3995  0.200942  0.578301      0              1          0                  1
3996  1.585303  0.032827      0              0          0                  0
3997  0.321529  0.768896      0              1          0                  1
3998  0.579103  1.510829      0              0          0                  0
3999  1.108465  0.073367      0              1          0                  1

[1000 rows x 6 columns]"
294,circles,0.5,10000,4,1000,0.5722222222222222,0.561,0.011222222222222134,"            x2        y2 levels predict_levels str_levels str_predict_levels
4000  0.056298  1.119455      1              1          1                  1
4001  0.255797  0.072560      0              1          0                  1
4002  1.542049  1.253224      0              0          0                  0
4003  0.601201  0.447654      1              1          1                  1
4004  0.178158  2.597454      0              0          0                  0
...        ...       ...    ...            ...        ...                ...
4995  0.655107  0.439735      0              1          0                  1
4996  0.278566  0.632248      1              1          1                  1
4997  1.791130  0.044209      0              0          0                  0
4998  0.200556  0.818602      0              1          0                  1
4999  0.165568  1.071447      1              1          1                  1

[1000 rows x 6 columns]"
295,circles,0.5,10000,5,1000,0.5708888888888889,0.565,0.0058888888888889435,"            x2        y2 levels predict_levels str_levels str_predict_levels
5000  0.135634  0.002945      0              1          0                  1
5001  0.006487  0.368097      1              1          1                  1
5002  0.246262  0.468030      1              1          1                  1
5003  0.241164  2.578453      1              0          1                  0
5004  0.218845  1.336335      1              0          1                  0
...        ...       ...    ...            ...        ...                ...
5995  3.092205  0.064971      1              0          1                  0
5996  0.028500  0.751164      1              1          1                  1
5997  0.831989  0.243179      1              1          1                  1
5998  1.215649  0.948472      0              0          0                  0
5999  1.411433  0.596759      1              0          1                  0

[1000 rows x 6 columns]"
296,circles,0.5,10000,6,1000,0.5694444444444444,0.578,-0.008555555555555538,"            x2        y2 levels predict_levels str_levels str_predict_levels
6000  0.026370  0.242209      1              1          1                  1
6001  0.593186  1.051641      1              0          1                  0
6002  0.010060  1.160578      0              1          0                  1
6003  0.441381  1.473678      1              0          1                  0
6004  0.073324  0.674531      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
6995  0.038714  2.052513      1              0          1                  0
6996  0.450626  2.391820      0              0          0                  0
6997  0.323512  0.005010      0              1          0                  1
6998  1.982181  0.900851      0              0          0                  0
6999  0.195823  0.035684      1              1          1                  1

[1000 rows x 6 columns]"
297,circles,0.5,10000,7,1000,0.5723333333333334,0.56,0.012333333333333307,"            x2        y2 levels predict_levels str_levels str_predict_levels
7000  0.243329  0.143398      0              1          0                  1
7001  0.892357  0.184208      1              1          1                  1
7002  0.014323  2.451512      0              0          0                  0
7003  2.027326  0.758618      0              0          0                  0
7004  0.778162  0.574900      1              0          1                  0
...        ...       ...    ...            ...        ...                ...
7995  0.335772  0.306920      0              1          0                  1
7996  3.181343  0.190961      1              0          1                  0
7997  1.523170  0.031586      1              0          1                  0
7998  0.388038  1.913318      1              0          1                  0
7999  0.050225  0.006163      1              1          1                  1

[1000 rows x 6 columns]"
298,circles,0.5,10000,8,1000,0.5696666666666667,0.583,-0.013333333333333308,"            x2        y2 levels predict_levels str_levels str_predict_levels
8000  1.041067  0.075189      1              1          1                  1
8001  0.009821  0.367354      1              1          1                  1
8002  2.192635  0.890229      1              0          1                  0
8003  0.085526  0.393595      1              1          1                  1
8004  0.289776  0.466270      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
8995  4.230550  0.045195      0              0          0                  0
8996  0.001139  0.545788      0              1          0                  1
8997  0.908637  0.731444      0              0          0                  0
8998  0.097342  0.994729      0              1          0                  1
8999  0.002211  0.965912      0              1          0                  1

[1000 rows x 6 columns]"
299,circles,0.5,10000,9,1000,0.5726666666666667,0.557,0.015666666666666607,"            x2        y2 levels predict_levels str_levels str_predict_levels
9000  0.101648  0.039327      0              1          0                  1
9001  0.136632  1.983858      1              0          1                  0
9002  0.102746  0.210806      1              1          1                  1
9003  0.343695  0.002982      1              1          1                  1
9004  0.112951  0.438543      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
9995  0.011244  0.015440      1              1          1                  1
9996  0.000122  0.127261      1              1          1                  1
9997  1.274861  0.012291      0              0          0                  0
9998  0.000053  0.520648      1              1          1                  1
9999  0.339406  0.225727      1              1          1                  1

[1000 rows x 6 columns]"
300,moons,0.0,10,0,1000,0.8888888888888888,1.0,-0.11111111111111116,"          x         y levels predict_levels str_levels str_predict_levels
0  0.193279  0.981144      0              0          0                  0"
301,moons,0.0,10,1,1000,0.8888888888888888,1.0,-0.11111111111111116,"          x         y levels predict_levels str_levels str_predict_levels
1  0.048685  0.998814      0              0          0                  0"
302,moons,0.0,10,2,1000,0.8888888888888888,1.0,-0.11111111111111116,"          x        y levels predict_levels str_levels str_predict_levels
2 -0.185257  0.98269      0              0          0                  0"
303,moons,0.0,10,3,1000,1.0,0.0,1.0,"          x         y levels predict_levels str_levels str_predict_levels
3  1.756628 -0.153845      1              0          1                  0"
304,moons,0.0,10,4,1000,0.8888888888888888,1.0,-0.11111111111111116,"          x         y levels predict_levels str_levels str_predict_levels
4 -0.618211  0.786012      0              0          0                  0"
305,moons,0.0,10,5,1000,0.8888888888888888,1.0,-0.11111111111111116,"          x         y levels predict_levels str_levels str_predict_levels
5  1.055589 -0.498454      1              1          1                  1"
306,moons,0.0,10,6,1000,0.8888888888888888,1.0,-0.11111111111111116,"          x         y levels predict_levels str_levels str_predict_levels
6  0.338344 -0.249808      1              1          1                  1"
307,moons,0.0,10,7,1000,0.8888888888888888,1.0,-0.11111111111111116,"          x         y levels predict_levels str_levels str_predict_levels
7  0.828346 -0.485157      1              1          1                  1"
308,moons,0.0,10,8,1000,1.0,0.0,1.0,"         x         y levels predict_levels str_levels str_predict_levels
8  0.99556  0.094127      0              1          0                  1"
309,moons,0.0,10,9,1000,1.0,0.0,1.0,"          x         y levels predict_levels str_levels str_predict_levels
9  0.012218  0.344155      1              0          1                  0"
310,moons,0.0,50,0,1000,0.8222222222222222,1.0,-0.1777777777777778,"          x         y levels predict_levels str_levels str_predict_levels
0  0.193279  0.981144      0              0          0                  0
1  0.048685  0.998814      0              0          0                  0
2 -0.185257  0.982690      0              0          0                  0
3  1.756628 -0.153845      1              1          1                  1
4 -0.618211  0.786012      0              0          0                  0"
311,moons,0.0,50,1,1000,0.8666666666666667,0.6,0.2666666666666667,"          x         y levels predict_levels str_levels str_predict_levels
5  1.055589 -0.498454      1              1          1                  1
6  0.338344 -0.249808      1              1          1                  1
7  0.828346 -0.485157      1              1          1                  1
8  0.995560  0.094127      0              1          0                  1
9  0.012218  0.344155      1              0          1                  0"
312,moons,0.0,50,2,1000,0.8888888888888888,0.6,0.28888888888888886,"           x         y levels predict_levels str_levels str_predict_levels
10  0.752090  0.659060      0              0          0                  0
11  0.996296  0.085991      0              1          0                  1
12  0.997986  0.063430      0              1          0                  1
13  0.713190  0.700970      0              0          0                  0
14  1.754570 -0.156220      1              1          1                  1"
313,moons,0.0,50,3,1000,0.8666666666666667,0.8,0.06666666666666665,"           x         y levels predict_levels str_levels str_predict_levels
15 -0.586615  0.809866      0              0          0                  0
16  0.296799  0.954940      0              0          0                  0
17  0.133922  0.000091      1              1          1                  1
18  0.206471 -0.108533      1              1          1                  1
19  0.999949  0.010055      0              1          0                  1"
314,moons,0.0,50,4,1000,0.8222222222222222,1.0,-0.1777777777777778,"           x         y levels predict_levels str_levels str_predict_levels
20  0.323088  0.946369      0              0          0                  0
21  0.356774  0.934191      0              0          0                  0
22  1.670562 -0.241854      1              1          1                  1
23  0.824014 -0.484393      1              1          1                  1
24  0.609999 -0.420814      1              1          1                  1"
315,moons,0.0,50,5,1000,0.8444444444444444,0.8,0.0444444444444444,"           x         y levels predict_levels str_levels str_predict_levels
25  0.076908  0.997038      0              0          0                  0
26  1.934079  0.142933      1              1          1                  1
27  0.032216  0.248219      1              0          1                  0
28  0.959750  0.280855      0              0          0                  0
29  0.577841 -0.406522      1              1          1                  1"
316,moons,0.0,50,6,1000,0.8222222222222222,1.0,-0.1777777777777778,"           x         y levels predict_levels str_levels str_predict_levels
30 -0.781131  0.624367      0              0          0                  0
31  0.599769  0.800173      0              0          0                  0
32 -0.121928  0.992539      0              0          0                  0
33  0.359810 -0.268217      1              1          1                  1
34  0.845086 -0.487928      1              1          1                  1"
317,moons,0.0,50,7,1000,0.8222222222222222,0.8,0.022222222222222143,"           x         y levels predict_levels str_levels str_predict_levels
35  1.384787 -0.423005      1              1          1                  1
36 -0.824888  0.565297      0              0          0                  0
37 -0.013511  0.999909      0              0          0                  0
38  1.889819  0.043687      1              1          1                  1
39  1.960628  0.222162      1              0          1                  0"
318,moons,0.0,50,8,1000,0.8222222222222222,1.0,-0.1777777777777778,"           x         y levels predict_levels str_levels str_predict_levels
40 -0.855850  0.517224      0              0          0                  0
41  0.337324  0.941388      0              0          0                  0
42  0.967467  0.252997      0              0          0                  0
43 -0.902095  0.431537      0              0          0                  0
44 -0.897711  0.440585      0              0          0                  0"
319,moons,0.0,50,9,1000,0.8444444444444444,0.8,0.0444444444444444,"           x         y levels predict_levels str_levels str_predict_levels
45  0.036123  0.233652      1              0          1                  0
46 -0.969962  0.243256      0              0          0                  0
47  0.093346  0.078125      1              1          1                  1
48  0.981462 -0.499828      1              1          1                  1
49  0.205596  0.978637      0              0          0                  0"
320,moons,0.0,100,0,1000,0.8777777777777778,0.8,0.07777777777777772,"          x         y levels predict_levels str_levels str_predict_levels
0  0.193279  0.981144      0              0          0                  0
1  0.048685  0.998814      0              0          0                  0
2 -0.185257  0.982690      0              0          0                  0
3  1.756628 -0.153845      1              1          1                  1
4 -0.618211  0.786012      0              0          0                  0
5  1.055589 -0.498454      1              1          1                  1
6  0.338344 -0.249808      1              1          1                  1
7  0.828346 -0.485157      1              1          1                  1
8  0.995560  0.094127      0              1          0                  1
9  0.012218  0.344155      1              0          1                  0"
321,moons,0.0,100,1,1000,0.8888888888888888,0.7,0.18888888888888888,"           x         y levels predict_levels str_levels str_predict_levels
10  0.752090  0.659060      0              0          0                  0
11  0.996296  0.085991      0              1          0                  1
12  0.997986  0.063430      0              1          0                  1
13  0.713190  0.700970      0              0          0                  0
14  1.754570 -0.156220      1              1          1                  1
15 -0.586615  0.809866      0              0          0                  0
16  0.296799  0.954940      0              0          0                  0
17  0.133922  0.000091      1              1          1                  1
18  0.206471 -0.108533      1              1          1                  1
19  0.999949  0.010055      0              1          0                  1"
322,moons,0.0,100,2,1000,0.8666666666666667,0.9,-0.033333333333333326,"           x         y levels predict_levels str_levels str_predict_levels
20  0.323088  0.946369      0              0          0                  0
21  0.356774  0.934191      0              0          0                  0
22  1.670562 -0.241854      1              1          1                  1
23  0.824014 -0.484393      1              1          1                  1
24  0.609999 -0.420814      1              1          1                  1
25  0.076908  0.997038      0              0          0                  0
26  1.934079  0.142933      1              1          1                  1
27  0.032216  0.248219      1              0          1                  0
28  0.959750  0.280855      0              0          0                  0
29  0.577841 -0.406522      1              1          1                  1"
323,moons,0.0,100,3,1000,0.8555555555555555,0.9,-0.04444444444444451,"           x         y levels predict_levels str_levels str_predict_levels
30 -0.781131  0.624367      0              0          0                  0
31  0.599769  0.800173      0              0          0                  0
32 -0.121928  0.992539      0              0          0                  0
33  0.359810 -0.268217      1              1          1                  1
34  0.845086 -0.487928      1              1          1                  1
35  1.384787 -0.423005      1              1          1                  1
36 -0.824888  0.565297      0              0          0                  0
37 -0.013511  0.999909      0              0          0                  0
38  1.889819  0.043687      1              1          1                  1
39  1.960628  0.222162      1              0          1                  0"
324,moons,0.0,100,4,1000,0.8666666666666667,0.9,-0.033333333333333326,"           x         y levels predict_levels str_levels str_predict_levels
40 -0.855850  0.517224      0              0          0                  0
41  0.337324  0.941388      0              0          0                  0
42  0.967467  0.252997      0              0          0                  0
43 -0.902095  0.431537      0              0          0                  0
44 -0.897711  0.440585      0              0          0                  0
45  0.036123  0.233652      1              0          1                  0
46 -0.969962  0.243256      0              0          0                  0
47  0.093346  0.078125      1              1          1                  1
48  0.981462 -0.499828      1              1          1                  1
49  0.205596  0.978637      0              0          0                  0"
325,moons,0.0,100,5,1000,0.8555555555555555,1.0,-0.1444444444444445,"           x         y levels predict_levels str_levels str_predict_levels
50  1.894081  0.052095      1              1          1                  1
51  0.209284  0.977855      0              0          0                  0
52  1.192663 -0.481265      1              1          1                  1
53 -0.811521  0.584323      0              0          0                  0
54  0.081779  0.103931      1              1          1                  1
55 -0.216653  0.976249      0              0          0                  0
56 -0.763976  0.645245      0              0          0                  0
57  1.046174 -0.498933      1              1          1                  1
58  1.444249 -0.395904      1              1          1                  1
59  0.022936  0.999737      0              0          0                  0"
